TABLE_NAME,COLUMN_NAME,DATA_TYPE
Care_Plan_Interventions,Check_Box_1,bit
Care_Plan_Interventions,Check_Box_2,bit
Care_Plan_Interventions,Date_Field_1,datetime
Care_Plan_Interventions,Date_Field_2,datetime
Care_Plan_Interventions,End_Date,datetime
Care_Plan_Interventions,Entry_Date,datetime
Care_Plan_Interventions,Intervention_Category_Code,nvarchar
Care_Plan_Interventions,Intervention_Category_Description,nvarchar
Care_Plan_Interventions,Intervention_Key,int
Care_Plan_Interventions,Intervention_Type_Code,nvarchar
Care_Plan_Interventions,Intervention_Type_Description,nvarchar
Care_Plan_Interventions,Intervention_Type_National_Code,nvarchar
Care_Plan_Interventions,Library_Edited,bit
Care_Plan_Interventions,Library_ID,int
Care_Plan_Interventions,Outcome_Code,nvarchar
Care_Plan_Interventions,Outcome_Description,nvarchar
Care_Plan_Interventions,Picklist_1_Code,nvarchar
Care_Plan_Interventions,Picklist_1_Description,nvarchar
Care_Plan_Interventions,Picklist_2_Code,nvarchar
Care_Plan_Interventions,Picklist_2_Description,nvarchar
Care_Plan_Interventions,Picklist_3_Code,nvarchar
Care_Plan_Interventions,Picklist_3_Description,nvarchar
Care_Plan_Interventions,Problem_FK_Care_Plan_Problems,int
Care_Plan_Interventions,Start_Date,datetime
Care_Plan_Interventions,Unique_Key,int
Care_Plan_Interventions,User_Code,nvarchar
Care_Plan_Interventions,User_Consultant_Flag,bit
Care_Plan_Interventions,User_Email,nvarchar
Care_Plan_Interventions,User_First_Name,nvarchar
Care_Plan_Interventions,User_Main_Specialty_Code,nvarchar
Care_Plan_Interventions,User_Main_Specialty_Description,nvarchar
Care_Plan_Interventions,User_Main_Specialty_National_Code,nvarchar
Care_Plan_Interventions,User_Organisation_Type_Code,nvarchar
Care_Plan_Interventions,User_Organisation_Type_Description,nvarchar
Care_Plan_Interventions,User_Primary_Team_Code,nvarchar
Care_Plan_Interventions,User_Primary_Team_Description,nvarchar
Care_Plan_Interventions,User_Professional_Group_Code,nvarchar
Care_Plan_Interventions,User_Professional_Group_Description,nvarchar
Care_Plan_Interventions,User_Resp_Clinician_Profession_Code,nvarchar
Care_Plan_Interventions,User_Resp_Clinician_Profession_Description,nvarchar
Care_Plan_Interventions,User_Surname,nvarchar
Care_Plan_Interventions,User_Title,nvarchar
Care_Plan_Interventions,crate_pk,bigint
Care_Plan_Interventions,_src_hash,varchar
Care_Plan_Problems,Care_Plan_ID_FK_Care_Plan_Index,int
Care_Plan_Problems,End_Date,datetime
Care_Plan_Problems,Entry_Date,datetime
Care_Plan_Problems,Library_Edited,bit
Care_Plan_Problems,Library_ID,int
Care_Plan_Problems,Outcome_Code,nvarchar
Care_Plan_Problems,Outcome_Description,nvarchar
Care_Plan_Problems,Problem_Category_Code,nvarchar
Care_Plan_Problems,Problem_Category_Description,nvarchar
Care_Plan_Problems,Problem_Date,date
Care_Plan_Problems,Problem_ID,int
Care_Plan_Problems,Problem_Type_Code,nvarchar
Care_Plan_Problems,Problem_Type_Description,nvarchar
Care_Plan_Problems,Start_Date,datetime
Care_Plan_Problems,Text,nvarchar
Care_Plan_Problems,Unique_Key,int
Care_Plan_Problems,User_Code,nvarchar
Care_Plan_Problems,User_Consultant_Flag,bit
Care_Plan_Problems,User_Email,nvarchar
Care_Plan_Problems,User_First_Name,nvarchar
Care_Plan_Problems,User_Main_Specialty_Code,nvarchar
Care_Plan_Problems,User_Main_Specialty_Description,nvarchar
Care_Plan_Problems,User_Main_Specialty_National_Code,nvarchar
Care_Plan_Problems,User_Organisation_Type_Code,nvarchar
Care_Plan_Problems,User_Organisation_Type_Description,nvarchar
Care_Plan_Problems,User_Primary_Team_Code,nvarchar
Care_Plan_Problems,User_Primary_Team_Description,nvarchar
Care_Plan_Problems,User_Professional_Group_Code,nvarchar
Care_Plan_Problems,User_Professional_Group_Description,nvarchar
Care_Plan_Problems,User_Resp_Clinician_Profession_Code,nvarchar
Care_Plan_Problems,User_Resp_Clinician_Profession_Description,nvarchar
Care_Plan_Problems,User_Surname,nvarchar
Care_Plan_Problems,User_Title,nvarchar
Care_Plan_Problems,crate_pk,bigint
Care_Plan_Problems,_src_hash,varchar
CareCoordinatorOccupation,Code,nvarchar
CareCoordinatorOccupation,CodeDescription,nvarchar
CareCoordinatorOccupation,Deleted,bit
CareCoordinatorOccupation,NationalCode,nvarchar
CareCoordinatorOccupation,crate_pk,bigint
CareCoordinatorOccupation,_src_hash,varchar
CarePlanAssessmentIndex,Assessment,nvarchar
CarePlanAssessmentIndex,CarePlanType,nvarchar
CarePlanAssessmentIndex,EntryDate,datetime
CarePlanAssessmentIndex,UserID,nvarchar
CarePlanAssessmentIndex,VersionNo,int
CarePlanAssessmentIndex,crate_pk,bigint
CarePlanAssessmentIndex,_src_hash,varchar
CarePlanBoxConfig,BoxNum,smallint
CarePlanBoxConfig,CarePlanType,nvarchar
CarePlanBoxConfig,InputType,int
CarePlanBoxConfig,SequenceID,int
CarePlanBoxConfig,Title,nvarchar
CarePlanBoxConfig,UseTitle,bit
CarePlanBoxConfig,crate_pk,bigint
CarePlanBoxConfig,_src_hash,varchar
CarePlanInterventionAlternativeID,AlternativeId,nvarchar
CarePlanInterventionAlternativeID,IntervnId,int
CarePlanInterventionAlternativeID,ProblemId,int
CarePlanInterventionAlternativeID,crate_pk,bigint
CarePlanInterventionAlternativeID,_src_hash,varchar
CarePlanInterventionCategoryOutcomeMapping,Category,nvarchar
CarePlanInterventionCategoryOutcomeMapping,Outcome,nvarchar
CarePlanInterventionCategoryOutcomeMapping,crate_pk,bigint
CarePlanInterventionCategoryOutcomeMapping,_src_hash,varchar
CarePlanInterventionCategoryTypeMapping,Category,nvarchar
CarePlanInterventionCategoryTypeMapping,Type,nvarchar
CarePlanInterventionCategoryTypeMapping,crate_pk,bigint
CarePlanInterventionCategoryTypeMapping,_src_hash,varchar
CarePlanInterventionLibrary,Box1,nvarchar
CarePlanInterventionLibrary,Box2,nvarchar
CarePlanInterventionLibrary,Box3,nvarchar
CarePlanInterventionLibrary,Box4,nvarchar
CarePlanInterventionLibrary,Box5,nvarchar
CarePlanInterventionLibrary,Box6,nvarchar
CarePlanInterventionLibrary,CheckBox1,bit
CarePlanInterventionLibrary,CheckBox2,bit
CarePlanInterventionLibrary,Deleted,bit
CarePlanInterventionLibrary,IntLibraryID,int
CarePlanInterventionLibrary,IntOrder,int
CarePlanInterventionLibrary,IntType,nvarchar
CarePlanInterventionLibrary,InterventionCategoryCode,nvarchar
CarePlanInterventionLibrary,Picklist1,nvarchar
CarePlanInterventionLibrary,Picklist2,nvarchar
CarePlanInterventionLibrary,Picklist3,nvarchar
CarePlanInterventionLibrary,ProbLibraryID,int
CarePlanInterventionLibrary,crate_pk,bigint
CarePlanInterventionLibrary,_src_hash,varchar
CarePlanMentalHealthType,Code,nvarchar
CarePlanMentalHealthType,CodeDescription,nvarchar
CarePlanMentalHealthType,Deleted,bit
CarePlanMentalHealthType,NationalCode,nvarchar
CarePlanMentalHealthType,crate_pk,bigint
CarePlanMentalHealthType,_src_hash,varchar
CarePlanProblemAlternativeID,AlternativeId,nvarchar
CarePlanProblemAlternativeID,ProblemId,int
CarePlanProblemAlternativeID,crate_pk,bigint
CarePlanProblemAlternativeID,_src_hash,varchar
CarePlanProblemCategoryOutcomeMapping,Category,nvarchar
CarePlanProblemCategoryOutcomeMapping,Outcome,nvarchar
CarePlanProblemCategoryOutcomeMapping,crate_pk,bigint
CarePlanProblemCategoryOutcomeMapping,_src_hash,varchar
CarePlanProblemCategoryTypeMapping,Category,nvarchar
CarePlanProblemCategoryTypeMapping,Type,nvarchar
CarePlanProblemCategoryTypeMapping,crate_pk,bigint
CarePlanProblemCategoryTypeMapping,_src_hash,varchar
CarePlanProblemLibrary,CarePlanType,nvarchar
CarePlanProblemLibrary,Deleted,bit
CarePlanProblemLibrary,ProbLibraryID,int
CarePlanProblemLibrary,ProbText,nvarchar
CarePlanProblemLibrary,ProbTitle,nvarchar
CarePlanProblemLibrary,ProbType,nvarchar
CarePlanProblemLibrary,ProblemCategoryCode,nvarchar
CarePlanProblemLibrary,crate_pk,bigint
CarePlanProblemLibrary,_src_hash,varchar
CarePlanProblemValidation,Action,int
CarePlanProblemValidation,InterventionSequenceID,int
CarePlanProblemValidation,ProblemID,int
CarePlanProblemValidation,ProblemSequenceID,int
CarePlanProblemValidation,SequenceID,int
CarePlanProblemValidation,ShowIcon,bit
CarePlanProblemValidation,ValidationStatus,bit
CarePlanProblemValidation,crate_pk,bigint
CarePlanProblemValidation,_src_hash,varchar
Client_Address_History,Accommodation_Type_Code,nvarchar
Client_Address_History,Accommodation_Type_Description,nvarchar
Client_Address_History,Accommodation_Type_National_Code,nvarchar
Client_Address_History,Address_From_Date,datetime
Client_Address_History,Address_Group,int
Client_Address_History,Address_To_Date,datetime
Client_Address_History,Address_Type_Code,nvarchar
Client_Address_History,Address_Type_Description,nvarchar
Client_Address_History,Electoral_Ward_Code,nvarchar
Client_Address_History,Electoral_Ward_Description,nvarchar
Client_Address_History,Health_Authority_Code,nvarchar
Client_Address_History,Health_Authority_Description,nvarchar
Client_Address_History,Last_Updated,datetime
Client_Address_History,Mailsort_Code,nvarchar
Client_Address_History,Primary_Care_Group_Code,nvarchar
Client_Address_History,Primary_Care_Group_Description,nvarchar
Client_Address_History,Unique_Key,int
Client_Address_History,bua11,varchar
Client_Address_History,buasd11,varchar
Client_Address_History,casward,varchar
Client_Address_History,crate_pk,bigint
Client_Address_History,_src_hash,varchar
Client_Address_History,rid,varchar
Client_Address_History,trid,int
Client_Address_History,mrid,varchar
Client_Address_History,imd,int
Client_Address_History,lea,varchar
Client_Address_History,lsoa01,varchar
Client_Address_History,lsoa11,varchar
Client_Address_History,msoa01,varchar
Client_Address_History,msoa11,varchar
Client_Address_History,nuts,varchar
Client_Address_History,oac01,varchar
Client_Address_History,oac11,varchar
Client_Address_History,parish,varchar
Client_Address_History,pcon,varchar
Client_Address_History,pct,varchar
Client_Address_History,ru11ind,varchar
Client_Address_History,statsward,varchar
Client_Address_History,ur01ind,varchar
Client_Alternative_ID,crate_pk,bigint
Client_Alternative_ID,_src_hash,varchar
Client_Communications_History,crate_pk,bigint
Client_Communications_History,_src_hash,varchar
Client_CPA,CPA_Level_Code,nvarchar
Client_CPA,CPA_Level_Description,nvarchar
Client_CPA,CPA_Level_National_Code,nvarchar
Client_CPA,Changed_By_Code,nvarchar
Client_CPA,Changed_By_Consultant_Flag,bit
Client_CPA,Changed_By_Email,nvarchar
Client_CPA,Changed_By_First_Name,nvarchar
Client_CPA,Changed_By_Main_Specialty_Code,nvarchar
Client_CPA,Changed_By_Main_Specialty_Description,nvarchar
Client_CPA,Changed_By_Main_Specialty_National_Code,nvarchar
Client_CPA,Changed_By_Organisation_Type_Code,nvarchar
Client_CPA,Changed_By_Organisation_Type_Description,nvarchar
Client_CPA,Changed_By_Primary_Team_Code,nvarchar
Client_CPA,Changed_By_Primary_Team_Description,nvarchar
Client_CPA,Changed_By_Professional_Group_Code,nvarchar
Client_CPA,Changed_By_Professional_Group_Description,nvarchar
Client_CPA,Changed_By_Resp_Clinician_Profession_Code,nvarchar
Client_CPA,Changed_By_Resp_Clinician_Profession_Description,nvarchar
Client_CPA,Changed_By_Surname,nvarchar
Client_CPA,Changed_By_Title,nvarchar
Client_CPA,End_Date,datetime
Client_CPA,End_Reason_Code,nvarchar
Client_CPA,End_Reason_Description,nvarchar
Client_CPA,End_Reason_Is_Discharge,bit
Client_CPA,End_Reason_National_Code,nvarchar
Client_CPA,Next_CPA_Review_Date,datetime
Client_CPA,Start_Date,datetime
Client_CPA,Unique_Key,int
Client_CPA,crate_pk,bigint
Client_CPA,_src_hash,varchar
Client_CPA,rid,varchar
Client_CPA,trid,int
Client_CPA,mrid,varchar
Client_Demographic_Details,Alternative_RiO_Number,varchar
Client_Demographic_Details,Date_Of_Birth,datetime
Client_Demographic_Details,Date_Of_Death,datetime
Client_Demographic_Details,Date_Of_First_Mental_Health_Care,datetime
Client_Demographic_Details,Date_Registered,datetime
Client_Demographic_Details,Death_Date_National,datetime
Client_Demographic_Details,Death_Date_Status,char
Client_Demographic_Details,Death_Flag,bit
Client_Demographic_Details,Deleted_Flag,smallint
Client_Demographic_Details,Died_In_Hospital,bit
Client_Demographic_Details,Estimated_Date_Of_Birth,bit
Client_Demographic_Details,Ethnicity_Code,nvarchar
Client_Demographic_Details,Ethnicity_Description,nvarchar
Client_Demographic_Details,Ethnicity_National_Code,nvarchar
Client_Demographic_Details,Exited_NHS_Care,bit
Client_Demographic_Details,First_Language_Code,nvarchar
Client_Demographic_Details,First_Language_Description,nvarchar
Client_Demographic_Details,First_Language_National_Code,nvarchar
Client_Demographic_Details,Gender_Code,char
Client_Demographic_Details,Gender_Description,nvarchar
Client_Demographic_Details,Interpreter_Required,bit
Client_Demographic_Details,Last_Updated,datetime
Client_Demographic_Details,MainCarerRelationship,nvarchar
Client_Demographic_Details,Marital_Status_Code,nvarchar
Client_Demographic_Details,Marital_Status_Description,nvarchar
Client_Demographic_Details,Marital_Status_National_Code,nvarchar
Client_Demographic_Details,NNN_Status_Code,int
Client_Demographic_Details,NNN_Status_Description,nvarchar
Client_Demographic_Details,Nationality_Code,nvarchar
Client_Demographic_Details,Nationality_Description,nvarchar
Client_Demographic_Details,Nationality_National_Code,nvarchar
Client_Demographic_Details,Non_Client,int
Client_Demographic_Details,Occupation,nvarchar
Client_Demographic_Details,Outpatient_Medical_Admin_Record,bit
Client_Demographic_Details,Partner_Occupation,nvarchar
Client_Demographic_Details,Person_Role_Code,int
Client_Demographic_Details,Person_Role_Description,nvarchar
Client_Demographic_Details,Religion_Code,nvarchar
Client_Demographic_Details,Religion_Description,nvarchar
Client_Demographic_Details,Religion_National_Code,nvarchar
Client_Demographic_Details,Reports_File,bit
Client_Demographic_Details,SEN_File,bit
Client_Demographic_Details,Sensitive_Flag,char
Client_Demographic_Details,SequenceID,int
Client_Demographic_Details,mrid,varchar
Client_Demographic_Details,crate_pk,bigint
Client_Demographic_Details,_src_hash,varchar
Client_Demographic_Details,rid,varchar
Client_Demographic_Details,trid,int
Client_Family,Legal_Status_Code,nvarchar
Client_Family,Legal_Status_Description,nvarchar
Client_Family,Parental_Responsibility_Code,nvarchar
Client_Family,Parental_Responsibility_Description,nvarchar
Client_Family,Relationship_Code,nvarchar
Client_Family,Relationship_Description,nvarchar
Client_Family,Relationship_National_Code,nvarchar
Client_Family,crate_pk,bigint
Client_Family,_src_hash,varchar
Client_Family,rid,varchar
Client_Family,trid,int
Client_Family,mrid,varchar
Client_GP_History,Allocation,nvarchar
Client_GP_History,GP_Code,nvarchar
Client_GP_History,GP_Description,nvarchar
Client_GP_History,GP_Forename,nvarchar
Client_GP_History,GP_From_Date,datetime
Client_GP_History,GP_National_Code,nvarchar
Client_GP_History,GP_Practice_Address_Line_1,nvarchar
Client_GP_History,GP_Practice_Address_Line_2,nvarchar
Client_GP_History,GP_Practice_Address_Line_3,nvarchar
Client_GP_History,GP_Practice_Address_Line_4,nvarchar
Client_GP_History,GP_Practice_Address_Line_5,nvarchar
Client_GP_History,GP_Practice_Code,nvarchar
Client_GP_History,GP_Practice_Description,nvarchar
Client_GP_History,GP_Practice_National_Code,nvarchar
Client_GP_History,GP_Practice_Post_Code,nvarchar
Client_GP_History,GP_Surname,nvarchar
Client_GP_History,GP_Title,nvarchar
Client_GP_History,GP_To_Date,datetime
Client_GP_History,HCProviderID,int
Client_GP_History,Last_Updated,datetime
Client_GP_History,Person_HCP_Provider_ID,int
Client_GP_History,Provider_Type_Code,int
Client_GP_History,Provider_Type_Description,nvarchar
Client_GP_History,crate_pk,bigint
Client_GP_History,_src_hash,varchar
Client_GP_History,rid,varchar
Client_GP_History,trid,int
Client_GP_History,mrid,varchar
Client_Name_History,crate_pk,bigint
Client_Name_History,_src_hash,varchar
Client_Personal_Contacts,crate_pk,bigint
Client_Personal_Contacts,_src_hash,varchar
Client_School,Deleted,bit
Client_School,School_Address,nvarchar
Client_School,School_Code,nvarchar
Client_School,School_From_Date,datetime
Client_School,School_Name,nvarchar
Client_School,School_To_Date,datetime
Client_School,Unique_Key,int
Client_School,crate_pk,bigint
Client_School,_src_hash,varchar
Client_School,rid,varchar
Client_School,trid,int
Client_School,mrid,varchar
ClientAlert,AlertDate,datetime
ClientAlert,AlertPriority,varchar
ClientAlert,AlertType,nvarchar
ClientAlert,Deleted,bit
ClientAlert,EnteredBy,nvarchar
ClientAlert,NextReviewDate,datetime
ClientAlert,RemovalDate,datetime
ClientAlert,RemovalReason,nvarchar
ClientAlert,RemovalSystemDate,datetime
ClientAlert,RemovalUserID,nvarchar
ClientAlert,SequenceID,int
ClientAlert,Significant,bit
ClientAlert,SubmitDate,datetime
ClientAlert,crate_pk,bigint
ClientAlert,_src_hash,varchar
ClientAlert,rid,varchar
ClientAlert,trid,int
ClientAlert,mrid,varchar
ClientAlertRemovalReason,Code,nvarchar
ClientAlertRemovalReason,CodeDescription,nvarchar
ClientAlertRemovalReason,Deleted,bit
ClientAlertRemovalReason,crate_pk,bigint
ClientAlertRemovalReason,_src_hash,varchar
ClientAlertReview,ActualReviewDate,datetime
ClientAlertReview,AlertID,int
ClientAlertReview,SequenceId,int
ClientAlertReview,SystemDate,datetime
ClientAlertReview,UserID,nvarchar
ClientAlertReview,crate_pk,bigint
ClientAlertReview,_src_hash,varchar
ClientDocumentContact,DocumentID,bigint
ClientDocumentContact,OrgContact,int
ClientDocumentContact,crate_pk,bigint
ClientDocumentContact,_src_hash,varchar
ClientDocumentPersonalContact,ContactID,int
ClientDocumentPersonalContact,DocumentID,int
ClientDocumentPersonalContact,crate_pk,bigint
ClientDocumentPersonalContact,_src_hash,varchar
ClientGPMerged,Allocation,nvarchar
ClientGPMerged,FromDate,datetime
ClientGPMerged,GPCode,nvarchar
ClientGPMerged,LastUpdated,datetime
ClientGPMerged,PracticeCode,nvarchar
ClientGPMerged,ToDate,datetime
ClientGPMerged,crate_pk,bigint
ClientGPMerged,_src_hash,varchar
ClientGPMerged,rid,varchar
ClientGPMerged,trid,int
ClientGPMerged,mrid,varchar
ClientOtherDetail,crate_pk,bigint
ClientOtherDetail,_src_hash,varchar
ClientOtherSmoker,NoPerDay,int
ClientOtherSmoker,Relationship,nvarchar
ClientOtherSmoker,SequenceID,int
ClientOtherSmoker,Smokes,nvarchar
ClientOtherSmoker,crate_pk,bigint
ClientOtherSmoker,_src_hash,varchar
ClientOtherSmoker,rid,varchar
ClientOtherSmoker,trid,int
ClientOtherSmoker,mrid,varchar
ClientSmoking,NoPerDay,int
ClientSmoking,SequenceID,int
ClientSmoking,Smokes,nvarchar
ClientSmoking,crate_pk,bigint
ClientSmoking,_src_hash,varchar
ClientSmoking,rid,varchar
ClientSmoking,trid,int
ClientSmoking,mrid,varchar
CommonRiOInstance,crate_pk,bigint
CommonRiOInstance,_src_hash,varchar
CPAAbuseRequest,CodeDescription,nvarchar
CPAAbuseRequest,Deleted,bit
CPAAbuseRequest,NationalCode,nvarchar
CPAAbuseRequest,SortOrder,int
CPAAbuseRequest,crate_pk,bigint
CPAAbuseRequest,_src_hash,varchar
CPAAppointmentBookingOptions,Code,nvarchar
CPAAppointmentBookingOptions,CodeDescription,nvarchar
CPAAppointmentBookingOptions,crate_pk,bigint
CPAAppointmentBookingOptions,_src_hash,varchar
CPACancellationReasons,Code,nvarchar
CPACancellationReasons,crate_pk,bigint
CPACancellationReasons,_src_hash,varchar
CPAHonosConfig,Field1,nvarchar
CPAHonosConfig,Field10,nvarchar
CPAHonosConfig,Field11,nvarchar
CPAHonosConfig,Field12,nvarchar
CPAHonosConfig,Field13,nvarchar
CPAHonosConfig,Field2,nvarchar
CPAHonosConfig,Field3,nvarchar
CPAHonosConfig,Field4,nvarchar
CPAHonosConfig,Field5,nvarchar
CPAHonosConfig,Field6,nvarchar
CPAHonosConfig,Field7,nvarchar
CPAHonosConfig,Field8,nvarchar
CPAHonosConfig,Field9,nvarchar
CPAHonosConfig,FormName,nvarchar
CPAHonosConfig,SequenceID,int
CPAHonosConfig,crate_pk,bigint
CPAHonosConfig,_src_hash,varchar
CPALevelLinks,CPALevelId,nvarchar
CPALevelLinks,Deleted,bit
CPALevelLinks,Label,nvarchar
CPALevelLinks,QueryString,nvarchar
CPALevelLinks,SequenceId,int
CPALevelLinks,SortOrder,int
CPALevelLinks,Url,nvarchar
CPALevelLinks,crate_pk,bigint
CPALevelLinks,_src_hash,varchar
CPAParticipants,Attended,bit
CPAParticipants,Code,varchar
CPAParticipants,Contributed,bit
CPAParticipants,ID,int
CPAParticipants,Invited,bit
CPAParticipants,InvitedToContribute,bit
CPAParticipants,Relationship,varchar
CPAParticipants,ReviewID,int
CPAParticipants,ReviewParentID,int
CPAParticipants,SequenceId,int
CPAParticipants,crate_pk,bigint
CPAParticipants,_src_hash,varchar
CPAParticipantType,Code,nvarchar
CPAParticipantType,CodeDescription,varchar
CPAParticipantType,TableKey,varchar
CPAParticipantType,TableName,varchar
CPAParticipantType,crate_pk,bigint
CPAParticipantType,_src_hash,varchar
CPAReviewConfig,AbuseRequestDisplay,bit
CPAReviewConfig,AccommStatusCode,nvarchar
CPAReviewConfig,AccommStatusCodeMandatory,bit
CPAReviewConfig,AddToProgressNotes,bit
CPAReviewConfig,AddToSnapshot1,bit
CPAReviewConfig,AddToSnapshot2,bit
CPAReviewConfig,AppointmentBookingOption,nvarchar
CPAReviewConfig,CPAConfigID,int
CPAReviewConfig,CPAReviewDocType,nvarchar
CPAReviewConfig,EmploymentStatusCode,nvarchar
CPAReviewConfig,EmploymentStatusCodeMandatory,bit
CPAReviewConfig,MandatoryFieldHoNOS,bit
CPAReviewConfig,OptionalField10Enabled,bit
CPAReviewConfig,OptionalField10Label,nvarchar
CPAReviewConfig,OptionalField10Mandatory,bit
CPAReviewConfig,OptionalField1Enabled,bit
CPAReviewConfig,OptionalField1Label,nvarchar
CPAReviewConfig,OptionalField1Mandatory,bit
CPAReviewConfig,OptionalField2Enabled,bit
CPAReviewConfig,OptionalField2Label,nvarchar
CPAReviewConfig,OptionalField2Mandatory,bit
CPAReviewConfig,OptionalField3Enabled,bit
CPAReviewConfig,OptionalField3Label,nvarchar
CPAReviewConfig,OptionalField3Mandatory,bit
CPAReviewConfig,OptionalField4Enabled,bit
CPAReviewConfig,OptionalField4Label,nvarchar
CPAReviewConfig,OptionalField4Mandatory,bit
CPAReviewConfig,OptionalField5Enabled,bit
CPAReviewConfig,OptionalField5Label,nvarchar
CPAReviewConfig,OptionalField5Mandatory,bit
CPAReviewConfig,OptionalField6Enabled,bit
CPAReviewConfig,OptionalField6Label,nvarchar
CPAReviewConfig,OptionalField6Mandatory,bit
CPAReviewConfig,OptionalField7Enabled,bit
CPAReviewConfig,OptionalField7Label,nvarchar
CPAReviewConfig,OptionalField7Mandatory,bit
CPAReviewConfig,OptionalField8Enabled,bit
CPAReviewConfig,OptionalField8Label,nvarchar
CPAReviewConfig,OptionalField8Mandatory,bit
CPAReviewConfig,OptionalField9Enabled,bit
CPAReviewConfig,OptionalField9Label,nvarchar
CPAReviewConfig,OptionalField9Mandatory,bit
CPAReviewConfig,ProgressNoteType,nvarchar
CPAReviewConfig,SettledAccommIndicatorCode,nvarchar
CPAReviewConfig,SettledAccommIndicatorCodeMandatory,bit
CPAReviewConfig,Snapshot1EditableLetterTemplate,nvarchar
CPAReviewConfig,Snapshot1EditableLetterType,nvarchar
CPAReviewConfig,Snapshot1IsEditableLetter,bit
CPAReviewConfig,Snapshot2EditableLetterTemplate,nvarchar
CPAReviewConfig,Snapshot2EditableLetterType,nvarchar
CPAReviewConfig,Snapshot2IsEditableLetter,bit
CPAReviewConfig,WeeklyHoursWorkedCode,nvarchar
CPAReviewConfig,WeeklyHoursWorkedCodeMandatory,bit
CPAReviewConfig,crate_pk,bigint
CPAReviewConfig,_src_hash,varchar
CPAReviewConfig,deleted,bit
CPAReviewConfig,displaySection117,bit
CPAReviewReferralSource,Code,nvarchar
